"Time","B_1 - I38","B_2 - I38","B_3 - I38","B_4 - I38","Center - I38","B_1 - I39","B_2 - I39","B_3 - I39","B_4 - I39","Center - I39","B_1 - I40","B_2 - I40","B_3 - I40","B_4 - I40","Center - I40","B_1 - I41","B_2 - I41","B_3 - I41","B_4 - I41","Center - I41","B_1 - I42","B_2 - I42","B_3 - I42","B_4 - I42","Center - I42","B_1 - I43","B_2 - I43","B_3 - I43","B_4 - I43","Center - I43","B_1 - I44","B_2 - I44","B_3 - I44","B_4 - I44","Center - I44","B_1 - I46","B_2 - I46","B_3 - I46","B_4 - I46","Center - I46","B_1 - I47","B_2 - I47","B_3 - I47","B_4 - I47","Center - I47","B_1 - I48","B_2 - I48","B_3 - I48","B_4 - I48","Center - I48","RPM "
2026-07-03 11:00:00,0.0450 Mpa,0.0347 Mpa,0.0463 Mpa,0.0543 Mpa,0 Mpa,,,,,,0.0393 Mpa,0.0350 Mpa,0.0436 Mpa,0.0298 Mpa,0 Mpa,0.0772 Mpa,0.0592 Mpa,0.0693 Mpa,0.0800 Mpa,0 Mpa,0.0146 Mpa,0.0324 Mpa,0.0251 Mpa,0.0118 Mpa,0 Mpa,0.00392 Mpa,0.00287 Mpa,0.00224 Mpa,0.00128 Mpa,0.00968 Mpa,0.0263 Mpa,0.0403 Mpa,0.00434 Mpa,0.0306 Mpa,0 Mpa,,,,,,,,,,,,,,,,1730 RPM
2026-07-03 13:00:00,0.0720 Mpa,0.0623 Mpa,0.0751 Mpa,0.0841 Mpa,0 Mpa,,,,,,0.0392 Mpa,0.0349 Mpa,0.0437 Mpa,0.0302 Mpa,0 Mpa,0.0766 Mpa,0.0630 Mpa,0.0666 Mpa,0.0796 Mpa,0.0156 Mpa,0.0279 Mpa,0.0557 Mpa,0.0462 Mpa,0.0337 Mpa,0.0619 Mpa,0.0113 Mpa,0.0158 Mpa,0.00505 Mpa,0.00619 Mpa,0 Mpa,0.0240 Mpa,0.0328 Mpa,0.00398 Mpa,0.0322 Mpa,0.0114 Mpa,,,,,,,,,,,,,,,,1656 RPM
2026-07-03 15:00:00,0.121 Mpa,0.110 Mpa,0.121 Mpa,0.132 Mpa,0 Mpa,,,,,,0.0465 Mpa,0.0417 Mpa,0.0497 Mpa,0.0354 Mpa,0 Mpa,0.0758 Mpa,0.0603 Mpa,0.0645 Mpa,0.0770 Mpa,0.0103 Mpa,0.00970 Mpa,0.0319 Mpa,0.0268 Mpa,0.0130 Mpa,0 Mpa,0.00430 Mpa,0.00365 Mpa,0.00167 Mpa,0.00137 Mpa,0 Mpa,0.0270 Mpa,0.0267 Mpa,0.00542 Mpa,0.0412 Mpa,0 Mpa,,,,,,,,,,,,,,,,1709 RPM
2026-07-03 17:00:00,0.0662 Mpa,0.0583 Mpa,0.0665 Mpa,0.0814 Mpa,0.0221 Mpa,,,,,,0.0491 Mpa,0.0460 Mpa,0.0534 Mpa,0.0394 Mpa,0 Mpa,0.0693 Mpa,0.0488 Mpa,0.0524 Mpa,0.0718 Mpa,0 Mpa,0.00454 Mpa,0.0320 Mpa,0.0249 Mpa,0.0105 Mpa,0 Mpa,0.00585 Mpa,0.00517 Mpa,0.00327 Mpa,0.00267 Mpa,0 Mpa,0.0265 Mpa,0.0390 Mpa,0.00651 Mpa,0.0366 Mpa,0 Mpa,,,,,,,,,,,,,,,,1519 RPM
2026-07-03 19:00:00,0.0796 Mpa,0.0680 Mpa,0.0814 Mpa,0.0820 Mpa,0.0403 Mpa,,,,,,0.0494 Mpa,0.0435 Mpa,0.0551 Mpa,0.0364 Mpa,0 Mpa,0.0653 Mpa,0.0493 Mpa,0.0524 Mpa,0.0722 Mpa,0.0286 Mpa,0.00228 Mpa,0.0285 Mpa,0.0160 Mpa,0.00651 Mpa,0 Mpa,0.00544 Mpa,0.00459 Mpa,0.00320 Mpa,0.00274 Mpa,0 Mpa,0.0213 Mpa,0.0123 Mpa,0.00465 Mpa,0.0404 Mpa,0 Mpa,,,,,,,,,,,,,,,,1663 RPM
2026-07-03 21:00:00,0.0590 Mpa,0.0480 Mpa,0.0659 Mpa,0.0667 Mpa,0.0469 Mpa,,,,,,0.0498 Mpa,0.0415 Mpa,0.0532 Mpa,0.0341 Mpa,0 Mpa,0.0735 Mpa,0.0605 Mpa,0.0639 Mpa,0.0779 Mpa,0 Mpa,0 Mpa,0.0307 Mpa,0.0229 Mpa,0.00914 Mpa,0 Mpa,0.00461 Mpa,0.00317 Mpa,0.00314 Mpa,0.00215 Mpa,0 Mpa,0.0206 Mpa,0.0416 Mpa,0.00402 Mpa,0.0473 Mpa,0 Mpa,,,,,,,,,,,,,,,,1563 RPM
2026-07-03 23:00:00,0.0486 Mpa,0.0482 Mpa,0.0491 Mpa,0.0703 Mpa,0 Mpa,,,,,,0.0408 Mpa,0.0349 Mpa,0.0455 Mpa,0.0305 Mpa,0 Mpa,0.0701 Mpa,0.0544 Mpa,0.0556 Mpa,0.0733 Mpa,0 Mpa,0.00143 Mpa,0.0249 Mpa,0.0148 Mpa,0.00558 Mpa,0 Mpa,0.00530 Mpa,0.00905 Mpa,0.00250 Mpa,0.00260 Mpa,0 Mpa,0.0246 Mpa,0.0568 Mpa,0.00339 Mpa,0.0501 Mpa,0 Mpa,,,,,,,,,,,,,,,,1518 RPM
2026-07-04 01:00:00,0.0492 Mpa,0.0486 Mpa,0.0535 Mpa,0.0719 Mpa,0.00819 Mpa,,,,,,0.0449 Mpa,0.0376 Mpa,0.0508 Mpa,0.0337 Mpa,0 Mpa,0.0730 Mpa,0.0590 Mpa,0.0616 Mpa,0.0782 Mpa,0 Mpa,0.0116 Mpa,0.0438 Mpa,0.0356 Mpa,0.0224 Mpa,0 Mpa,0.00265 Mpa,0.00229 Mpa,0.00137 Mpa,0.00139 Mpa,0 Mpa,0.0244 Mpa,0.0583 Mpa,0.00306 Mpa,0.0426 Mpa,0 Mpa,,,,,,,,,,,,,,,,1280 RPM
2026-07-04 03:00:00,,,,,,,,,,,0.0495 Mpa,0.0404 Mpa,0.0539 Mpa,0.0349 Mpa,0 Mpa,0.0747 Mpa,0.0594 Mpa,0.0622 Mpa,0.0787 Mpa,0 Mpa,0.00597 Mpa,0.0328 Mpa,0.0263 Mpa,0.0170 Mpa,0 Mpa,0.00699 Mpa,0.00894 Mpa,0.00384 Mpa,0.00422 Mpa,0 Mpa,0.0308 Mpa,0.0407 Mpa,0.00675 Mpa,0.0588 Mpa,0 Mpa,,,,,,,,,,,,,,,,1703 RPM
2026-07-04 05:00:00,,,,,,,,,,,0.0396 Mpa,0.0341 Mpa,0.0502 Mpa,0.0297 Mpa,0 Mpa,0.0702 Mpa,0.0543 Mpa,0.0565 Mpa,0.0755 Mpa,0 Mpa,0.00286 Mpa,0.0355 Mpa,0.0249 Mpa,0.0197 Mpa,0 Mpa,0.00484 Mpa,0.00537 Mpa,0.00241 Mpa,0.00268 Mpa,0 Mpa,0.0285 Mpa,0.0192 Mpa,0.00552 Mpa,0.0597 Mpa,0 Mpa,,,,,,,,,,,,,,,,1555 RPM
2026-07-04 07:00:00,,,,,,,,,,,0.0469 Mpa,0.0422 Mpa,0.0509 Mpa,0.0316 Mpa,0.00801 Mpa,0.0731 Mpa,0.0552 Mpa,0.0645 Mpa,0.0757 Mpa,0 Mpa,0.00424 Mpa,0.0340 Mpa,0.0282 Mpa,0.0137 Mpa,0 Mpa,0.0102 Mpa,0.0118 Mpa,0.00545 Mpa,0.00596 Mpa,0 Mpa,0.0310 Mpa,0.0342 Mpa,0.00658 Mpa,0.0537 Mpa,0 Mpa,,,,,,,,,,,,,,,,1582 RPM
2026-07-04 09:00:00,0.0698 Mpa,0.0678 Mpa,0.0699 Mpa,0.0707 Mpa,0 Mpa,,,,,,0.0584 Mpa,0.0543 Mpa,0.0613 Mpa,0.0448 Mpa,0.0305 Mpa,0.0700 Mpa,0.0587 Mpa,0.0624 Mpa,0.0775 Mpa,0 Mpa,0.00552 Mpa,0.0356 Mpa,0.0277 Mpa,0.0168 Mpa,0 Mpa,0.00285 Mpa,0.00330 Mpa,0.00142 Mpa,0.00165 Mpa,0 Mpa,0.0307 Mpa,0.0348 Mpa,0.00741 Mpa,0.0536 Mpa,0 Mpa,,,,,,,,,,,,,,,,1636 RPM
2026-07-04 11:00:00,0.0713 Mpa,0.0602 Mpa,0.0710 Mpa,0.0779 Mpa,0 Mpa,,,,,,0.0486 Mpa,0.0430 Mpa,0.0532 Mpa,0.0291 Mpa,0 Mpa,0.0785 Mpa,0.0639 Mpa,0.0687 Mpa,0.0828 Mpa,0 Mpa,0.00406 Mpa,0.0309 Mpa,0.0252 Mpa,0.0135 Mpa,0 Mpa,0.00714 Mpa,0.00761 Mpa,0.00376 Mpa,0.00291 Mpa,0 Mpa,0.0265 Mpa,0.0419 Mpa,0.00561 Mpa,0.0561 Mpa,0 Mpa,,,,,,,,,,,,,,,,1715 RPM
2026-07-04 13:00:00,0.0630 Mpa,0.0566 Mpa,0.0674 Mpa,0.0777 Mpa,0 Mpa,,,,,,0.0572 Mpa,0.0476 Mpa,0.0629 Mpa,0.0379 Mpa,0 Mpa,0.0837 Mpa,0.0731 Mpa,0.0759 Mpa,0.0884 Mpa,0.0158 Mpa,0.0184 Mpa,0.0467 Mpa,0.0424 Mpa,0.0248 Mpa,0 Mpa,0.00932 Mpa,0.0146 Mpa,0.00383 Mpa,0.00348 Mpa,0.0438 Mpa,0.0273 Mpa,0.0481 Mpa,0.00488 Mpa,0.0765 Mpa,0 Mpa,,,,,,,,,,,,,,,,1702 RPM
2026-07-04 15:00:00,0.0472 Mpa,0.0332 Mpa,0.0465 Mpa,0.0558 Mpa,0 Mpa,,,,,,0.0574 Mpa,0.0502 Mpa,0.0630 Mpa,0.0411 Mpa,0 Mpa,0.0794 Mpa,0.0698 Mpa,0.0729 Mpa,0.0870 Mpa,0 Mpa,0.0225 Mpa,0.0470 Mpa,0.0441 Mpa,0.0234 Mpa,0.0265 Mpa,0.00436 Mpa,0.00436 Mpa,0.00191 Mpa,0.00133 Mpa,0 Mpa,0.0298 Mpa,0.0416 Mpa,0.00487 Mpa,0.0769 Mpa,0.0305 Mpa,,,,,,,,,,,,,,,,1663 RPM
2026-07-04 17:00:00,0.0549 Mpa,0.0430 Mpa,0.0562 Mpa,0.0613 Mpa,0.00839 Mpa,,,,,,0.0573 Mpa,0.0500 Mpa,0.0627 Mpa,0.0401 Mpa,0 Mpa,0.0788 Mpa,0.0678 Mpa,0.0753 Mpa,0.0811 Mpa,0 Mpa,0.00288 Mpa,0.0260 Mpa,0.0179 Mpa,0.00409 Mpa,0 Mpa,0.00323 Mpa,0.00530 Mpa,0.000981 Mpa,0.00120 Mpa,0 Mpa,0.0292 Mpa,0.0551 Mpa,0.00477 Mpa,0.0772 Mpa,0 Mpa,,,,,,,,,,,,,,,,1533 RPM
2026-07-04 19:00:00,0.0833 Mpa,0.0727 Mpa,0.0837 Mpa,0.0943 Mpa,0 Mpa,,,,,,0.0525 Mpa,0.0424 Mpa,0.0590 Mpa,0.0345 Mpa,0 Mpa,0.0873 Mpa,0.0718 Mpa,0.0765 Mpa,0.0908 Mpa,0 Mpa,0.00720 Mpa,0.0270 Mpa,0.0184 Mpa,0.00763 Mpa,0 Mpa,0.00327 Mpa,0.00379 Mpa,0.00139 Mpa,0.00124 Mpa,0.0184 Mpa,0.0338 Mpa,0.0527 Mpa,0.00783 Mpa,0.0690 Mpa,0 Mpa,,,,,,,,,,,,,,,,1686 RPM
2026-07-04 21:00:00,0.0803 Mpa,0.0708 Mpa,0.0816 Mpa,0.0911 Mpa,0 Mpa,,,,,,0.0524 Mpa,0.0437 Mpa,0.0586 Mpa,0.0339 Mpa,0 Mpa,0.0906 Mpa,0.0767 Mpa,0.0820 Mpa,0.0951 Mpa,0 Mpa,0.00585 Mpa,0.0210 Mpa,0.00984 Mpa,0.00591 Mpa,0 Mpa,0.00864 Mpa,0.0240 Mpa,0 Mpa,0 Mpa,0 Mpa,0.0306 Mpa,0.0291 Mpa,0.00466 Mpa,0.0574 Mpa,0 Mpa,,,,,,,,,,,,,,,,1728 RPM
2026-07-04 23:00:00,0.0725 Mpa,0.0620 Mpa,0.0751 Mpa,0.0815 Mpa,0 Mpa,,,,,,0.0517 Mpa,0.0421 Mpa,0.0578 Mpa,0.0354 Mpa,0 Mpa,0.0806 Mpa,0.0658 Mpa,0.0691 Mpa,0.0838 Mpa,0.0144 Mpa,0.00871 Mpa,0.0273 Mpa,0.0180 Mpa,0.00968 Mpa,0 Mpa,0.00981 Mpa,0.0164 Mpa,0.00296 Mpa,0.00310 Mpa,0.0164 Mpa,0.0309 Mpa,0.0405 Mpa,0.00561 Mpa,0.0642 Mpa,0 Mpa,,,,,,0.00161 Mpa,0.00937 Mpa,0.0334 Mpa,0.0337 Mpa,0.141 Mpa,,,,,,1667 RPM
2026-07-05 01:00:00,0.0720 Mpa,0.0648 Mpa,0.0833 Mpa,0.0849 Mpa,0.0956 Mpa,,,,,,0.0523 Mpa,0.0497 Mpa,0.0545 Mpa,0.0463 Mpa,0 Mpa,0.0795 Mpa,0.0679 Mpa,0.0691 Mpa,0.0865 Mpa,0 Mpa,0.0200 Mpa,0.0435 Mpa,0.0238 Mpa,0.0200 Mpa,0 Mpa,0.00497 Mpa,0.00443 Mpa,0.00273 Mpa,0.00229 Mpa,0 Mpa,0.0297 Mpa,0.0484 Mpa,0.00487 Mpa,0.0932 Mpa,0 Mpa,,,,,,,,,,,,,,,,1418 RPM
2026-07-05 03:00:00,0.0851 Mpa,0.0785 Mpa,0.0892 Mpa,0.0941 Mpa,0 Mpa,,,,,,0.0566 Mpa,0.0523 Mpa,0.0585 Mpa,0.0395 Mpa,0 Mpa,0.0835 Mpa,0.0647 Mpa,0.0688 Mpa,0.0858 Mpa,0 Mpa,0.00863 Mpa,0.0279 Mpa,0.0243 Mpa,0.0101 Mpa,0 Mpa,0.00405 Mpa,0.00294 Mpa,0.00219 Mpa,0.00147 Mpa,0 Mpa,0.0318 Mpa,0.0963 Mpa,0.00589 Mpa,0.0927 Mpa,0 Mpa,,,,,,,,,,,,,,,,1666 RPM
2026-07-05 05:00:00,0.0916 Mpa,0.0840 Mpa,0.0954 Mpa,0.100 Mpa,0.0225 Mpa,,,,,,0.0445 Mpa,0.0404 Mpa,0.0503 Mpa,0.0304 Mpa,0 Mpa,0.0803 Mpa,0.0619 Mpa,0.0680 Mpa,0.0825 Mpa,0 Mpa,0.00216 Mpa,0.0307 Mpa,0.0245 Mpa,0.0137 Mpa,0 Mpa,0.00395 Mpa,0.00550 Mpa,0.00209 Mpa,0.00201 Mpa,0 Mpa,0.0300 Mpa,0.0425 Mpa,0.00595 Mpa,0.0798 Mpa,0 Mpa,,,,,,,,,,,,,,,,1446 RPM
2026-07-05 07:00:00,0.0804 Mpa,0.0703 Mpa,0.0834 Mpa,0.0903 Mpa,0 Mpa,,,,,,0.0347 Mpa,0.0292 Mpa,0.0396 Mpa,0.0171 Mpa,0.0287 Mpa,0.0806 Mpa,0.0693 Mpa,0.0726 Mpa,0.0895 Mpa,0 Mpa,0.00170 Mpa,0.0209 Mpa,0.0164 Mpa,0.00493 Mpa,0 Mpa,0.00439 Mpa,0.00521 Mpa,0.00276 Mpa,0.00225 Mpa,0 Mpa,0.0300 Mpa,0.0503 Mpa,0.00643 Mpa,0.0717 Mpa,0 Mpa,,,,,,,,,,,,,,,,1696 RPM
2026-07-05 09:00:00,0.0914 Mpa,0.0770 Mpa,0.0943 Mpa,0.0968 Mpa,0 Mpa,,,,,,0.0398 Mpa,0.0373 Mpa,0.0454 Mpa,0.0226 Mpa,0 Mpa,0.0798 Mpa,0.0649 Mpa,0.0687 Mpa,0.0845 Mpa,0 Mpa,0.00185 Mpa,0.0250 Mpa,0.0213 Mpa,0.00595 Mpa,0 Mpa,0.00238 Mpa,0.00270 Mpa,0.00111 Mpa,0.00159 Mpa,0 Mpa,0.0282 Mpa,0.0609 Mpa,0.00332 Mpa,0.0899 Mpa,0 Mpa,,,,,,,,,,,,,,,,1647 RPM
2026-07-05 11:00:00,0.0859 Mpa,0.0734 Mpa,0.0884 Mpa,0.0936 Mpa,0.0684 Mpa,,,,,,0.0349 Mpa,0.0248 Mpa,0.0402 Mpa,0.0150 Mpa,0 Mpa,0.0709 Mpa,0.0572 Mpa,0.0583 Mpa,0.0792 Mpa,0 Mpa,0.000833 Mpa,0.0229 Mpa,0.0190 Mpa,0.00527 Mpa,0 Mpa,0.00290 Mpa,0.00234 Mpa,0.00124 Mpa,0.000828 Mpa,0 Mpa,0.0313 Mpa,0.0471 Mpa,0.00611 Mpa,0.0761 Mpa,0 Mpa,,,,,,,,,,,,,,,,1660 RPM
2026-07-05 13:00:00,0.118 Mpa,0.109 Mpa,0.122 Mpa,0.128 Mpa,0 Mpa,,,,,,0.0378 Mpa,0.0283 Mpa,0.0439 Mpa,0.0210 Mpa,0 Mpa,0.0833 Mpa,0.0660 Mpa,0.0713 Mpa,0.0859 Mpa,0 Mpa,0.000511 Mpa,0.0211 Mpa,0.0133 Mpa,0.00327 Mpa,0.00774 Mpa,0.00595 Mpa,0.00728 Mpa,0.00277 Mpa,0.00198 Mpa,0.0453 Mpa,0.0350 Mpa,0.0536 Mpa,0.00769 Mpa,0.0898 Mpa,0 Mpa,,,,,,,,,,,,,,,,1611 RPM
2026-07-05 15:00:00,0.146 Mpa,0.136 Mpa,0.150 Mpa,0.157 Mpa,0 Mpa,,,,,,0.0370 Mpa,0.0301 Mpa,0.0443 Mpa,0.0205 Mpa,0 Mpa,0.0487 Mpa,0.0341 Mpa,0.0400 Mpa,0.0546 Mpa,0 Mpa,0.000889 Mpa,0.0222 Mpa,0.0178 Mpa,0.00267 Mpa,0 Mpa,0.00452 Mpa,0.00406 Mpa,0.00216 Mpa,0.00186 Mpa,0 Mpa,0.0355 Mpa,0.0734 Mpa,0.0100 Mpa,0.0842 Mpa,0.0213 Mpa,,,,,,,,,,,,,,,,1681 RPM
2026-07-05 17:00:00,0.128 Mpa,0.116 Mpa,0.130 Mpa,0.136 Mpa,0.00995 Mpa,,,,,,0.0368 Mpa,0.0311 Mpa,0.0434 Mpa,0.0236 Mpa,0 Mpa,0.0656 Mpa,0.0467 Mpa,0.0566 Mpa,0.0666 Mpa,0 Mpa,0.000289 Mpa,0.0162 Mpa,0.00853 Mpa,0.00347 Mpa,0 Mpa,0.00259 Mpa,0.00294 Mpa,0.00116 Mpa,0.00111 Mpa,0 Mpa,0.0329 Mpa,0.0539 Mpa,0.00772 Mpa,0.0625 Mpa,0 Mpa,,,,,,,,,,,,,,,,1510 RPM
2026-07-05 19:00:00,0.0919 Mpa,0.0795 Mpa,0.0916 Mpa,0.0992 Mpa,0 Mpa,,,,,,0.0473 Mpa,0.0386 Mpa,0.0552 Mpa,0.0317 Mpa,0 Mpa,0.0778 Mpa,0.0665 Mpa,0.0742 Mpa,0.0842 Mpa,0 Mpa,0.00153 Mpa,0.0286 Mpa,0.0174 Mpa,0.00613 Mpa,0 Mpa,0.00336 Mpa,0.00403 Mpa,0.00212 Mpa,0.00217 Mpa,0 Mpa,0.0287 Mpa,0.0226 Mpa,0.00441 Mpa,0.0708 Mpa,0 Mpa,,,,,,,,,,,,,,,,1615 RPM
2026-07-05 21:00:00,0.0661 Mpa,0.0514 Mpa,0.0658 Mpa,0.0718 Mpa,0 Mpa,,,,,,0.0507 Mpa,0.0417 Mpa,0.0571 Mpa,0.0356 Mpa,0 Mpa,0.0777 Mpa,0.0635 Mpa,0.0713 Mpa,0.0827 Mpa,0 Mpa,0.00164 Mpa,0.0267 Mpa,0.0158 Mpa,0.00164 Mpa,0 Mpa,0.00458 Mpa,0.00537 Mpa,0.00256 Mpa,0.00325 Mpa,0 Mpa,0.0335 Mpa,0.0255 Mpa,0.00672 Mpa,0.0533 Mpa,0 Mpa,,,,,,,,,,,,,,,,1673 RPM
2026-07-05 23:00:00,0.0237 Mpa,0.0159 Mpa,0.0233 Mpa,0.0351 Mpa,0.0212 Mpa,,,,,,0.0534 Mpa,0.0462 Mpa,0.0601 Mpa,0.0404 Mpa,0 Mpa,0.0780 Mpa,0.0618 Mpa,0.0712 Mpa,0.0834 Mpa,0 Mpa,0.00250 Mpa,0.0296 Mpa,0.0238 Mpa,0.00543 Mpa,0 Mpa,0.00379 Mpa,0.00341 Mpa,0.00243 Mpa,0.00232 Mpa,0 Mpa,0.0298 Mpa,0.0307 Mpa,0.00457 Mpa,0.0558 Mpa,0 Mpa,,,,,,,,,,,,,,,,1647 RPM
2026-07-06 01:00:00,0.0465 Mpa,0.0353 Mpa,0.0475 Mpa,0.0546 Mpa,0 Mpa,,,,,,0.0539 Mpa,0.0511 Mpa,0.0711 Mpa,0.0493 Mpa,0 Mpa,0.0769 Mpa,0.0625 Mpa,0.0678 Mpa,0.0823 Mpa,0 Mpa,0.00127 Mpa,0.0265 Mpa,0.0180 Mpa,0.00289 Mpa,0 Mpa,0.00453 Mpa,0.00507 Mpa,0.00250 Mpa,0.00222 Mpa,0 Mpa,0.0309 Mpa,0.0357 Mpa,0.00554 Mpa,0.0686 Mpa,0 Mpa,,,,,,,,,,,,,,,,1439 RPM
2026-07-06 03:00:00,0.0556 Mpa,0.0449 Mpa,0.0560 Mpa,0.0637 Mpa,0 Mpa,,,,,,0.0584 Mpa,0.0543 Mpa,0.0681 Mpa,0.0499 Mpa,0 Mpa,0.0845 Mpa,0.0703 Mpa,0.0765 Mpa,0.0900 Mpa,0 Mpa,0.000853 Mpa,0.0355 Mpa,0.0289 Mpa,0.0105 Mpa,0 Mpa,0.00998 Mpa,0.0123 Mpa,0.00565 Mpa,0.00544 Mpa,0 Mpa,0.0284 Mpa,0.0657 Mpa,0.00470 Mpa,0.0532 Mpa,0 Mpa,,,,,,,,,,,,,,,,1675 RPM
2026-07-06 05:00:00,0.0572 Mpa,0.0486 Mpa,0.0609 Mpa,0.0680 Mpa,0.0120 Mpa,,,,,,0.0548 Mpa,0.0496 Mpa,0.0610 Mpa,0.0421 Mpa,0 Mpa,0.0800 Mpa,0.0700 Mpa,0.0758 Mpa,0.0848 Mpa,0 Mpa,0.000245 Mpa,0.0289 Mpa,0.0208 Mpa,0.00588 Mpa,0 Mpa,0.00518 Mpa,0.00485 Mpa,0.00286 Mpa,0.00286 Mpa,0 Mpa,0.0269 Mpa,0.0483 Mpa,0.00257 Mpa,0.0556 Mpa,0 Mpa,,,,,,,,,,,,,,,,1530 RPM
2026-07-06 07:00:00,0.0554 Mpa,0.0501 Mpa,0.0585 Mpa,0.0688 Mpa,0 Mpa,,,,,,0.0498 Mpa,0.0452 Mpa,0.0580 Mpa,0.0394 Mpa,0.00787 Mpa,0.0794 Mpa,0.0659 Mpa,0.0715 Mpa,0.0839 Mpa,0 Mpa,0.000700 Mpa,0.0309 Mpa,0.0227 Mpa,0.00746 Mpa,0 Mpa,0.00511 Mpa,0.00524 Mpa,0.00285 Mpa,0.00278 Mpa,0 Mpa,0.0311 Mpa,0.0586 Mpa,0.00559 Mpa,0.0590 Mpa,0 Mpa,,,,,,,,,,,,,,,,1696 RPM
2026-07-06 09:00:00,0.0485 Mpa,0.0416 Mpa,0.0534 Mpa,0.0628 Mpa,0 Mpa,,,,,,0.0557 Mpa,0.0475 Mpa,0.0622 Mpa,0.0401 Mpa,0 Mpa,0.0724 Mpa,0.0587 Mpa,0.0624 Mpa,0.0764 Mpa,0 Mpa,0.000483 Mpa,0.0268 Mpa,0.0211 Mpa,0.00645 Mpa,0 Mpa,0.00463 Mpa,0.00471 Mpa,0.00237 Mpa,0.00257 Mpa,0 Mpa,0.0302 Mpa,0.0656 Mpa,0.00563 Mpa,0.0595 Mpa,0 Mpa,,,,,,,,,,,,,,,,1735 RPM
2026-07-06 11:00:00,0.0453 Mpa,0.0366 Mpa,0.0463 Mpa,0.0565 Mpa,0 Mpa,,,,,,0.0535 Mpa,0.0411 Mpa,0.0588 Mpa,0.0322 Mpa,0 Mpa,0.0640 Mpa,0.0512 Mpa,0.0564 Mpa,0.0669 Mpa,0.0141 Mpa,0.000752 Mpa,0.0160 Mpa,0.00771 Mpa,0.00345 Mpa,0 Mpa,0.00363 Mpa,0.00358 Mpa,0.00198 Mpa,0.00202 Mpa,0 Mpa,0.0281 Mpa,0.0219 Mpa,0.00438 Mpa,0.0554 Mpa,0.0103 Mpa,,,,,,0.00688 Mpa,0.0139 Mpa,0.0379 Mpa,0.0401 Mpa,0.0229 Mpa,,,,,,1694 RPM
2026-07-06 13:00:00,0.0616 Mpa,0.0490 Mpa,0.0632 Mpa,0.0717 Mpa,0 Mpa,,,,,,0.0531 Mpa,0.0421 Mpa,0.0594 Mpa,0.0352 Mpa,0 Mpa,0.0681 Mpa,0.0544 Mpa,0.0602 Mpa,0.0731 Mpa,0 Mpa,0.00390 Mpa,0.0179 Mpa,0.0108 Mpa,0.00432 Mpa,0.0136 Mpa,0.00826 Mpa,0.00793 Mpa,0.00275 Mpa,0.00214 Mpa,0.0184 Mpa,0.0273 Mpa,0.0242 Mpa,0.00413 Mpa,0.101 Mpa,0.0197 Mpa,,,,,,0.0113 Mpa,0.0154 Mpa,0.0410 Mpa,0.0436 Mpa,0 Mpa,,,,,,1651 RPM
2026-07-06 15:00:00,0.0543 Mpa,0.0440 Mpa,0.0569 Mpa,0.0652 Mpa,0 Mpa,,,,,,0.0427 Mpa,0.0323 Mpa,0.0504 Mpa,0.0286 Mpa,0.0132 Mpa,0.0785 Mpa,0.0639 Mpa,0.0675 Mpa,0.0822 Mpa,0.0170 Mpa,0.00176 Mpa,0.0310 Mpa,0.0264 Mpa,0.00528 Mpa,0.151 Mpa,0.00316 Mpa,0.00235 Mpa,0.00235 Mpa,0.00126 Mpa,0 Mpa,0.0393 Mpa,0.0421 Mpa,0.0164 Mpa,0.0671 Mpa,0 Mpa,,,,,,0.00852 Mpa,0.0145 Mpa,0.0400 Mpa,0.0430 Mpa,0 Mpa,,,,,,1669 RPM
2026-07-06 17:00:00,0.0670 Mpa,0.0590 Mpa,0.0713 Mpa,0.0805 Mpa,0 Mpa,,,,,,0.0450 Mpa,0.0350 Mpa,0.0528 Mpa,0.0313 Mpa,0 Mpa,0.0839 Mpa,0.0693 Mpa,0.0728 Mpa,0.0877 Mpa,0 Mpa,0.000658 Mpa,0.0398 Mpa,0.0279 Mpa,0.0155 Mpa,0.143 Mpa,0.00554 Mpa,0.00625 Mpa,0.00225 Mpa,0.00249 Mpa,0 Mpa,0.0300 Mpa,0.0320 Mpa,0.00642 Mpa,0.0537 Mpa,0 Mpa,,,,,,,,,,,,,,,,1482 RPM
2026-07-06 19:00:00,0.0831 Mpa,0.0728 Mpa,0.0861 Mpa,0.0923 Mpa,0 Mpa,,,,,,0.0479 Mpa,0.0419 Mpa,0.0548 Mpa,0.0381 Mpa,0 Mpa,0.0780 Mpa,0.0631 Mpa,0.0700 Mpa,0.0821 Mpa,0 Mpa,0.0122 Mpa,0.0318 Mpa,0.0201 Mpa,0.0113 Mpa,0 Mpa,0.00607 Mpa,0.00632 Mpa,0.00340 Mpa,0.00317 Mpa,0 Mpa,0.0346 Mpa,0.0337 Mpa,0.00891 Mpa,0.0766 Mpa,0 Mpa,,,,,,,,,,,,,,,,1635 RPM
