"Time","P_BW - I38","P_BW - I39","P_BW - I40","P_BW - I41","P_BW - I42","P_BW - I43","P_BW - I44","P_BW - I47","P_BW - I48","%BW - I38","%BW - I39","%BW - I40","%BW - I41","%BW - I42","%BW - I43","%BW - I44","%BW - I47","%BW - I48"
2026-08-07 21:00:00,0.0456 Mpa,0.202 Mpa,0.189 Mpa,0.406 Mpa,0.133 Mpa,0.161 Mpa,0.295 Mpa,,0.364 Mpa,1.76%,5.89%,4.92%,7.81%,3.38%,2.01%,7.65%,,6.22%
2026-08-07 23:00:00,0.0586 Mpa,0.100 Mpa,0.254 Mpa,0.225 Mpa,0.184 Mpa,0.174 Mpa,0.298 Mpa,,0.263 Mpa,1.72%,6.93%,6.77%,2.34%,4.20%,1.79%,7.44%,,3.72%
2026-08-08 01:00:00,0.134 Mpa,0.116 Mpa,0.183 Mpa,0.240 Mpa,0.183 Mpa,0.120 Mpa,0.290 Mpa,,0.282 Mpa,3.84%,6.01%,4.35%,2.34%,4.58%,0.706%,7.98%,,4.05%
2026-08-08 03:00:00,0.0810 Mpa,0.0796 Mpa,0.335 Mpa,0.260 Mpa,0.143 Mpa,0.180 Mpa,0.326 Mpa,,0.451 Mpa,2.55%,6.95%,8.19%,3.06%,3.23%,2.20%,8.13%,,8.41%
2026-08-08 05:00:00,0.0776 Mpa,0.0936 Mpa,0.169 Mpa,0.255 Mpa,0.203 Mpa,0.156 Mpa,0.242 Mpa,,0.155 Mpa,2.03%,5.08%,4.06%,3.17%,4.99%,2.13%,7.76%,,1.63%
2026-08-08 07:00:00,0.135 Mpa,0.115 Mpa,0.0595 Mpa,0.201 Mpa,0.112 Mpa,0.201 Mpa,0.273 Mpa,,0.163 Mpa,3.40%,6.71%,0.772%,2.27%,2.68%,1.99%,7.14%,,0.867%
2026-08-08 09:00:00,0.175 Mpa,0.243 Mpa,0.214 Mpa,0.211 Mpa,0.150 Mpa,0.268 Mpa,0.238 Mpa,,0.260 Mpa,4.96%,9.95%,5.33%,2.32%,3.71%,5.57%,8.99%,,3.43%
2026-08-08 11:00:00,0.0729 Mpa,0.274 Mpa,0.0814 Mpa,0.272 Mpa,0.160 Mpa,0.163 Mpa,0.371 Mpa,,0.334 Mpa,1.84%,11.3%,1.89%,3.93%,4.19%,3.01%,12.3%,,5.52%
2026-08-08 13:00:00,0.318 Mpa,0.0398 Mpa,0.121 Mpa,0.234 Mpa,0.0189 Mpa,0.297 Mpa,0.314 Mpa,,0.356 Mpa,8.80%,6.49%,2.49%,2.82%,0.565%,6.05%,7.69%,,5.85%
2026-08-08 15:00:00,0.137 Mpa,0.0157 Mpa,0.0849 Mpa,0.244 Mpa,0.105 Mpa,0.192 Mpa,0.395 Mpa,,0.253 Mpa,5.46%,41.7%,1.71%,3.31%,2.79%,3.39%,10.4%,,3.13%
2026-08-08 17:00:00,0.208 Mpa,0.117 Mpa,0.251 Mpa,0.253 Mpa,0.163 Mpa,0.182 Mpa,0.250 Mpa,,0.350 Mpa,6.97%,17.5%,6.30%,3.75%,3.83%,4.27%,6.78%,,5.98%
2026-08-08 19:00:00,0.149 Mpa,0.0863 Mpa,0.153 Mpa,0.278 Mpa,0.165 Mpa,0.191 Mpa,0.279 Mpa,,0.236 Mpa,5.58%,2.20%,3.44%,3.92%,3.60%,4.11%,6.51%,,2.43%
2026-08-08 21:00:00,0.301 Mpa,0.105 Mpa,0.200 Mpa,0.215 Mpa,0.132 Mpa,0.184 Mpa,0.260 Mpa,,0.243 Mpa,8.20%,2.73%,4.66%,2.59%,2.81%,3.85%,4.77%,,2.81%
2026-08-08 23:00:00,0.496 Mpa,0.173 Mpa,0.118 Mpa,0.214 Mpa,0.202 Mpa,0.231 Mpa,0.277 Mpa,,0.0670 Mpa,13.1%,4.57%,2.23%,2.19%,5.17%,4.48%,4.93%,,0%
2026-08-09 01:00:00,0.135 Mpa,0.195 Mpa,0.324 Mpa,0.261 Mpa,0.120 Mpa,0.220 Mpa,0.425 Mpa,,0.781 Mpa,3.50%,5.54%,8.35%,3.33%,3.12%,4.32%,10.5%,,17.1%
2026-08-09 03:00:00,0.138 Mpa,0.0422 Mpa,0.101 Mpa,0.299 Mpa,0.183 Mpa,0.233 Mpa,0.278 Mpa,,0.221 Mpa,4.05%,1.21%,1.88%,4.50%,5.30%,5.18%,7.25%,,2.33%
2026-08-09 05:00:00,0.0647 Mpa,0.109 Mpa,0.0964 Mpa,0.214 Mpa,0.137 Mpa,0.208 Mpa,0.253 Mpa,,0.352 Mpa,2.43%,2.75%,1.64%,1.96%,2.68%,4.36%,6.49%,,6.49%
2026-08-09 07:00:00,0.108 Mpa,0.0720 Mpa,0.0900 Mpa,0.183 Mpa,0.213 Mpa,0.245 Mpa,0.315 Mpa,,,3.65%,1.61%,1.58%,1.29%,5.51%,5.01%,7.29%,,
2026-08-09 09:00:00,0.0993 Mpa,0.144 Mpa,0.118 Mpa,0.203 Mpa,0.205 Mpa,0.183 Mpa,0.226 Mpa,0.151 Mpa,0.0720 Mpa,4.06%,3.88%,2.24%,2.06%,5.14%,3.78%,3.34%,2.02%,0%
2026-08-09 11:00:00,0.0625 Mpa,0.0901 Mpa,0.111 Mpa,0.201 Mpa,0.0747 Mpa,0.194 Mpa,0.239 Mpa,,0.176 Mpa,3.01%,2.26%,2.14%,2.07%,1.15%,3.91%,6.35%,,1.51%
2026-08-09 13:00:00,0.0730 Mpa,0.157 Mpa,0.125 Mpa,0.369 Mpa,0.0478 Mpa,0.139 Mpa,0.398 Mpa,,0.210 Mpa,2.97%,4.65%,2.86%,7.14%,1.75%,2.55%,12.2%,,2.22%
2026-08-09 15:00:00,0.0194 Mpa,0.0754 Mpa,0.0537 Mpa,0.218 Mpa,0.0544 Mpa,0.269 Mpa,0.312 Mpa,,0.209 Mpa,2.23%,1.86%,0.724%,2.36%,1.26%,5.44%,8.84%,,2.25%
2026-08-09 17:00:00,0.0835 Mpa,0.250 Mpa,0.0962 Mpa,0.345 Mpa,0 Mpa,0.342 Mpa,0.267 Mpa,,0.210 Mpa,3.58%,7.41%,1.69%,6.18%,0%,6.90%,6.30%,,2.23%
2026-08-09 19:00:00,0.138 Mpa,0.191 Mpa,0.0971 Mpa,0.211 Mpa,0.0493 Mpa,0.262 Mpa,0.332 Mpa,,0.219 Mpa,5.15%,5.48%,1.86%,2.29%,1.16%,5.20%,6.03%,,2.34%
2026-08-09 21:00:00,0.146 Mpa,0.134 Mpa,0.127 Mpa,0.207 Mpa,0.139 Mpa,0.326 Mpa,0.310 Mpa,,0.206 Mpa,4.87%,3.82%,2.80%,1.84%,3.07%,7.77%,6.09%,,1.76%
2026-08-09 23:00:00,0.139 Mpa,0.0795 Mpa,0.167 Mpa,0.546 Mpa,0.0458 Mpa,0.284 Mpa,0.267 Mpa,,0.334 Mpa,4.65%,1.93%,3.76%,14.3%,1.28%,6.25%,5.04%,,6.05%
2026-08-10 01:00:00,0.121 Mpa,0.316 Mpa,0.125 Mpa,0.0995 Mpa,0.190 Mpa,0.165 Mpa,0.198 Mpa,,0.306 Mpa,4.25%,9.28%,2.61%,0.0182%,5.75%,3.95%,6.13%,,4.24%
2026-08-10 03:00:00,0.0971 Mpa,0.0793 Mpa,0.0883 Mpa,0.185 Mpa,0.129 Mpa,0.233 Mpa,0.272 Mpa,,0.554 Mpa,3.36%,2.30%,1.35%,0.889%,3.57%,5.09%,8.65%,,11.3%
2026-08-10 05:00:00,0.133 Mpa,0.00347 Mpa,0.125 Mpa,0.298 Mpa,0.0338 Mpa,0.206 Mpa,0.289 Mpa,,0.244 Mpa,4.42%,0.0515%,2.59%,4.95%,0.290%,5.21%,8.90%,,3.02%
2026-08-10 07:00:00,0.0579 Mpa,0.0327 Mpa,0.151 Mpa,0.183 Mpa,0.00228 Mpa,0.234 Mpa,0.347 Mpa,,0.206 Mpa,2.84%,0.631%,3.44%,2.02%,0.00411%,5.10%,9.35%,,1.80%
2026-08-10 09:00:00,0.0898 Mpa,0.116 Mpa,0.230 Mpa,0.199 Mpa,0.0305 Mpa,0.312 Mpa,0.240 Mpa,,0.207 Mpa,3.06%,3.28%,5.67%,1.98%,0.731%,6.75%,6.24%,,2.03%
2026-08-10 11:00:00,0.0973 Mpa,0.129 Mpa,0.125 Mpa,0.141 Mpa,0.108 Mpa,0.272 Mpa,0.336 Mpa,,0.164 Mpa,3.14%,3.77%,2.61%,0.663%,3.32%,5.78%,11.1%,,1.24%
2026-08-10 13:00:00,0.146 Mpa,0.179 Mpa,0.115 Mpa,0.296 Mpa,0.146 Mpa,,0.335 Mpa,,0.164 Mpa,4.83%,5.66%,2.48%,4.67%,4.25%,,8.94%,,1.01%
2026-08-10 15:00:00,0.136 Mpa,0.0844 Mpa,0.283 Mpa,0.149 Mpa,0.230 Mpa,0.173 Mpa,0.233 Mpa,,0.128 Mpa,4.77%,2.54%,7.28%,2.24%,6.21%,1.96%,7.70%,,0.509%
2026-08-10 17:00:00,0.132 Mpa,0.201 Mpa,0.119 Mpa,0.262 Mpa,0.0109 Mpa,0.223 Mpa,0.289 Mpa,,0.479 Mpa,4.26%,5.95%,2.61%,4.09%,0.572%,4.33%,7.54%,,9.77%
2026-08-10 19:00:00,0.0954 Mpa,0.134 Mpa,0.149 Mpa,0.175 Mpa,0.205 Mpa,0.336 Mpa,0.239 Mpa,,0.0695 Mpa,3.25%,3.76%,2.99%,0.745%,5.24%,7.00%,6.31%,,0%
2026-08-10 21:00:00,0.0794 Mpa,0.123 Mpa,0.192 Mpa,0.219 Mpa,0.140 Mpa,0.292 Mpa,0.334 Mpa,,0.212 Mpa,2.39%,3.34%,4.55%,2.18%,2.90%,5.40%,7.92%,,2.23%
2026-08-10 23:00:00,0.215 Mpa,0.229 Mpa,0.153 Mpa,0.221 Mpa,0.153 Mpa,0.240 Mpa,0.282 Mpa,,0.966 Mpa,5.83%,6.53%,3.13%,2.12%,3.96%,4.57%,6.40%,,22.6%
2026-08-11 01:00:00,0.227 Mpa,0.171 Mpa,0.147 Mpa,0.218 Mpa,0.0283 Mpa,0.246 Mpa,0.363 Mpa,,0.738 Mpa,6.64%,5.15%,2.55%,2.66%,0.606%,4.52%,8.96%,,16.0%
2026-08-11 03:00:00,0.115 Mpa,0.109 Mpa,0.120 Mpa,0.252 Mpa,0.0878 Mpa,0.310 Mpa,0.278 Mpa,,0.280 Mpa,3.25%,2.86%,1.92%,3.45%,1.87%,7.72%,7.48%,,4.12%
2026-08-11 05:00:00,0.138 Mpa,0.144 Mpa,0.116 Mpa,0.767 Mpa,0.0832 Mpa,0.290 Mpa,0.189 Mpa,,0.301 Mpa,3.87%,3.80%,1.96%,17.4%,2.25%,7.29%,4.42%,,5.77%
2026-08-11 07:00:00,0.122 Mpa,0.182 Mpa,0 Mpa,0.119 Mpa,0 Mpa,0.202 Mpa,0.248 Mpa,,0.261 Mpa,3.50%,4.73%,0%,1.42%,0%,3.80%,5.78%,,5.16%
2026-08-11 09:00:00,0.0633 Mpa,0.128 Mpa,0.102 Mpa,0.215 Mpa,0.0579 Mpa,0.239 Mpa,0.260 Mpa,,0.348 Mpa,2.80%,3.53%,1.38%,2.33%,0.619%,5.83%,7.17%,,6.34%
2026-08-11 11:00:00,0.0494 Mpa,0.180 Mpa,0.164 Mpa,0.326 Mpa,0.122 Mpa,0.389 Mpa,0.271 Mpa,,0.409 Mpa,2.58%,5.28%,2.96%,5.37%,2.56%,10.3%,7.26%,,7.94%
2026-08-11 13:00:00,0.0864 Mpa,0.197 Mpa,0.158 Mpa,0.281 Mpa,0.242 Mpa,0.192 Mpa,0.216 Mpa,,0.487 Mpa,3.50%,5.55%,3.76%,3.94%,6.42%,2.01%,4.55%,,9.97%
2026-08-11 15:00:00,0.0516 Mpa,0.220 Mpa,0.143 Mpa,0.142 Mpa,0.0133 Mpa,0.174 Mpa,0.159 Mpa,,0.274 Mpa,2.42%,6.46%,2.59%,0.266%,0%,2.39%,2.02%,,3.98%
2026-08-11 17:00:00,0.202 Mpa,0.148 Mpa,0.144 Mpa,0.377 Mpa,0.0975 Mpa,0.189 Mpa,0.196 Mpa,,0.309 Mpa,6.34%,4.00%,2.77%,7.31%,1.60%,3.69%,6.45%,,4.85%
2026-08-11 19:00:00,0.218 Mpa,0.288 Mpa,0.153 Mpa,0.176 Mpa,0.125 Mpa,0.182 Mpa,0.291 Mpa,,0.167 Mpa,6.37%,8.33%,2.77%,1.44%,2.59%,3.89%,8.32%,,1.00%
2026-08-11 21:00:00,0.0921 Mpa,0.154 Mpa,0.122 Mpa,0.225 Mpa,0.110 Mpa,0.164 Mpa,0.219 Mpa,,0.167 Mpa,3.00%,4.40%,1.82%,2.55%,2.07%,1.27%,6.23%,,0.852%
2026-08-11 23:00:00,0.0953 Mpa,0.0499 Mpa,0.118 Mpa,0.207 Mpa,0.134 Mpa,0.256 Mpa,0.239 Mpa,,0.260 Mpa,2.71%,1.05%,1.89%,2.14%,2.69%,3.70%,5.22%,,3.42%
2026-08-12 01:00:00,0.249 Mpa,0.0951 Mpa,0.0447 Mpa,0.377 Mpa,0.218 Mpa,0.217 Mpa,0.309 Mpa,,0.445 Mpa,7.50%,2.50%,0.415%,6.61%,5.55%,3.16%,8.52%,,8.87%
2026-08-12 03:00:00,0.248 Mpa,0.166 Mpa,0.164 Mpa,0.514 Mpa,0.101 Mpa,0.222 Mpa,0.244 Mpa,,0.598 Mpa,6.65%,4.43%,3.07%,10.2%,1.54%,2.63%,6.79%,,12.1%
2026-08-12 05:00:00,0.139 Mpa,0.0591 Mpa,0.124 Mpa,0.372 Mpa,0.178 Mpa,0.373 Mpa,0.292 Mpa,,0.290 Mpa,3.99%,1.35%,1.86%,6.34%,3.82%,9.57%,7.81%,,4.54%
2026-08-12 07:00:00,0.0729 Mpa,0.141 Mpa,0.173 Mpa,0.236 Mpa,0.143 Mpa,0.173 Mpa,0.247 Mpa,,0.276 Mpa,2.64%,3.82%,3.00%,2.61%,3.20%,5.34%,5.79%,,5.65%
2026-08-12 09:00:00,0.0731 Mpa,0.0848 Mpa,0.211 Mpa,0.249 Mpa,0.233 Mpa,0.232 Mpa,0.241 Mpa,,0.199 Mpa,2.64%,2.25%,4.26%,2.75%,5.69%,8.03%,5.91%,,2.49%
2026-08-12 11:00:00,0.0605 Mpa,0.309 Mpa,0.142 Mpa,0.176 Mpa,0.0715 Mpa,0.210 Mpa,0.291 Mpa,,0.299 Mpa,3.30%,9.19%,2.42%,1.89%,1.10%,5.68%,8.25%,,5.63%
2026-08-12 13:00:00,0.286 Mpa,0.0997 Mpa,0.108 Mpa,0.113 Mpa,0.0527 Mpa,0.204 Mpa,0.437 Mpa,,0.438 Mpa,8.04%,3.05%,1.59%,0.277%,1.48%,5.31%,11.0%,,9.51%
2026-08-12 15:00:00,0.0883 Mpa,0.275 Mpa,0.0991 Mpa,,0.157 Mpa,0.216 Mpa,0.350 Mpa,,0.379 Mpa,3.16%,8.23%,0.969%,,4.79%,6.36%,6.88%,,6.92%
2026-08-12 17:00:00,0.176 Mpa,0.0315 Mpa,0.112 Mpa,,0.115 Mpa,0.124 Mpa,0.259 Mpa,,0.180 Mpa,5.69%,1.18%,1.75%,,2.22%,3.77%,6.18%,,1.61%
2026-08-12 19:00:00,0.0732 Mpa,0.141 Mpa,0.104 Mpa,,0.00121 Mpa,0.207 Mpa,0.262 Mpa,,0.202 Mpa,3.13%,4.75%,1.25%,,0.501%,3.71%,7.82%,,1.91%
2026-08-12 21:00:00,0.0922 Mpa,0.272 Mpa,0.167 Mpa,,1.37 Mpa,0.242 Mpa,0.272 Mpa,,0.205 Mpa,3.12%,7.77%,2.93%,,43.6%,3.77%,8.31%,,2.17%
2026-08-12 23:00:00,0.332 Mpa,0.301 Mpa,0.175 Mpa,0.273 Mpa,,0.214 Mpa,0.230 Mpa,,0.277 Mpa,9.26%,8.21%,2.80%,6.13%,,2.61%,6.40%,,4.01%
2026-08-13 01:00:00,0.215 Mpa,0.110 Mpa,0.289 Mpa,0.0447 Mpa,,0.194 Mpa,0.212 Mpa,,0.162 Mpa,6.68%,2.94%,6.25%,0%,,2.11%,6.77%,,1.51%
2026-08-13 03:00:00,,0 Mpa,0.181 Mpa,,,0.252 Mpa,0.210 Mpa,,0.190 Mpa,,0.00139%,3.55%,,,3.64%,6.99%,,1.55%
2026-08-13 05:00:00,,0.101 Mpa,0.152 Mpa,,,,0.218 Mpa,,0.143 Mpa,,3.04%,2.30%,,,,5.91%,,0.990%
2026-08-13 07:00:00,,0.0712 Mpa,0.284 Mpa,,0.229 Mpa,0.121 Mpa,0.294 Mpa,,0.227 Mpa,,1.59%,7.91%,,5.66%,3.02%,8.13%,,2.60%
2026-08-13 09:00:00,0.00883 Mpa,0.0865 Mpa,0.408 Mpa,,0.437 Mpa,0.336 Mpa,0.454 Mpa,,0.262 Mpa,0.303%,2.12%,10.4%,,11.7%,7.68%,12.8%,,3.45%
2026-08-13 11:00:00,,0.126 Mpa,0.500 Mpa,,0.109 Mpa,0.220 Mpa,0.376 Mpa,,0.248 Mpa,,3.56%,12.9%,,2.38%,4.09%,9.67%,,3.28%
2026-08-13 13:00:00,,0.196 Mpa,0.163 Mpa,,0.298 Mpa,0.162 Mpa,0.231 Mpa,,0.343 Mpa,,5.78%,2.95%,,7.85%,1.36%,4.13%,,6.23%
2026-08-13 15:00:00,,0.0484 Mpa,0.0929 Mpa,,0.173 Mpa,0.189 Mpa,0.284 Mpa,,0.0955 Mpa,,1.14%,1.19%,,4.31%,1.86%,10.3%,,0%
2026-08-13 17:00:00,,0.0895 Mpa,0.152 Mpa,,0.0768 Mpa,0.332 Mpa,0.575 Mpa,,,,2.25%,2.26%,,1.23%,6.24%,14.3%,,
2026-08-13 19:00:00,,0.0881 Mpa,0.219 Mpa,,0.00888 Mpa,0.235 Mpa,0.301 Mpa,,,,2.01%,3.96%,,0%,5.05%,6.48%,,
2026-08-13 21:00:00,,0.147 Mpa,0.101 Mpa,,,0.297 Mpa,0.294 Mpa,,0.127 Mpa,,3.83%,0.770%,,,5.89%,6.60%,,0.593%
2026-08-13 23:00:00,,0.275 Mpa,0.177 Mpa,,,0.210 Mpa,0.517 Mpa,,0.380 Mpa,,7.28%,2.62%,,,4.43%,10.9%,,8.66%
2026-08-14 01:00:00,,0.416 Mpa,0.263 Mpa,0.0896 Mpa,,0.187 Mpa,0.302 Mpa,,0.405 Mpa,,11.6%,5.51%,2.00%,,3.86%,7.29%,,8.71%
2026-08-14 03:00:00,,0.225 Mpa,0.128 Mpa,0.0347 Mpa,,0.198 Mpa,0.604 Mpa,,0.382 Mpa,,6.16%,1.79%,0.00706%,,3.04%,13.4%,,8.04%
2026-08-14 05:00:00,,0.150 Mpa,0.162 Mpa,,,0.258 Mpa,0.291 Mpa,,0.210 Mpa,,4.01%,2.92%,,,5.30%,6.79%,,2.64%
2026-08-14 07:00:00,,0.182 Mpa,0.164 Mpa,,0.171 Mpa,0.228 Mpa,0.291 Mpa,,0.412 Mpa,,4.58%,3.02%,,3.63%,3.79%,4.98%,,7.35%
2026-08-14 09:00:00,,0.150 Mpa,0.346 Mpa,,0.150 Mpa,0.173 Mpa,0.242 Mpa,,0.301 Mpa,,3.98%,8.99%,,3.46%,3.39%,4.94%,,4.52%
2026-08-14 11:00:00,,0.311 Mpa,0.0972 Mpa,,0.283 Mpa,0.209 Mpa,0.300 Mpa,,0.205 Mpa,,8.57%,1.44%,,7.42%,3.19%,6.88%,,2.06%
2026-08-14 13:00:00,,0.566 Mpa,0.185 Mpa,0.0278 Mpa,0.0943 Mpa,0.256 Mpa,0.439 Mpa,,0.207 Mpa,,16.5%,4.48%,0.0593%,1.74%,3.86%,10.5%,,3.02%
2026-08-14 15:00:00,,0.506 Mpa,0.245 Mpa,,0.231 Mpa,0.217 Mpa,0.152 Mpa,,0.522 Mpa,,15.1%,6.07%,,5.73%,2.97%,2.76%,,10.5%
2026-08-14 17:00:00,,0.250 Mpa,0.174 Mpa,,0.108 Mpa,0.291 Mpa,0.124 Mpa,,0.392 Mpa,,6.53%,3.69%,,1.85%,8.21%,4.01%,,8.63%
2026-08-14 19:00:00,,0.438 Mpa,0.158 Mpa,,,0.216 Mpa,0.221 Mpa,,0.275 Mpa,,12.3%,2.34%,,,4.63%,5.62%,,4.14%
2026-08-14 21:00:00,,0.594 Mpa,0.237 Mpa,,0.0645 Mpa,0.203 Mpa,0.258 Mpa,,0.247 Mpa,,17.6%,4.31%,,0.997%,4.35%,6.02%,,5.12%
2026-08-14 23:00:00,,0.302 Mpa,0.146 Mpa,0.0424 Mpa,0.126 Mpa,0.222 Mpa,0.326 Mpa,,0.215 Mpa,,8.51%,1.74%,0.167%,2.42%,4.42%,9.47%,,2.33%
2026-08-15 01:00:00,,0.210 Mpa,0.222 Mpa,0.104 Mpa,0.104 Mpa,0.386 Mpa,0.305 Mpa,,0.186 Mpa,,6.12%,4.28%,1.43%,1.51%,8.00%,8.30%,,1.86%
2026-08-15 03:00:00,,0.0867 Mpa,0.185 Mpa,1.79 Mpa,0.153 Mpa,0.303 Mpa,0.307 Mpa,,0.297 Mpa,,2.08%,3.37%,47.5%,3.24%,4.98%,6.05%,,6.01%
2026-08-15 05:00:00,,0.186 Mpa,0.142 Mpa,0.0531 Mpa,1.62 Mpa,0.428 Mpa,0.500 Mpa,,0.253 Mpa,,6.11%,2.41%,0.0615%,46.4%,8.67%,14.4%,,4.60%
2026-08-15 07:00:00,,0.361 Mpa,0.218 Mpa,,0.154 Mpa,0.236 Mpa,0.524 Mpa,,0.371 Mpa,,11.0%,5.09%,,4.02%,4.30%,12.1%,,6.46%
2026-08-15 09:00:00,0.00348 Mpa,0.308 Mpa,0.115 Mpa,0.212 Mpa,0.256 Mpa,0.180 Mpa,0.300 Mpa,,0.398 Mpa,0%,9.03%,1.56%,3.72%,7.11%,2.95%,4.76%,,6.83%
2026-08-15 11:00:00,,0.306 Mpa,0.128 Mpa,0.337 Mpa,0.162 Mpa,0.356 Mpa,0.268 Mpa,,0.388 Mpa,,9.07%,2.00%,7.20%,3.91%,7.87%,5.03%,,7.13%
2026-08-15 13:00:00,0.00263 Mpa,0.0889 Mpa,0.156 Mpa,0.348 Mpa,0.102 Mpa,0.619 Mpa,0.329 Mpa,,0.256 Mpa,0.566%,2.55%,2.63%,8.73%,2.20%,15.0%,6.54%,,4.00%
2026-08-15 15:00:00,0.0506 Mpa,0.269 Mpa,0.183 Mpa,0.482 Mpa,0.0703 Mpa,0.203 Mpa,0.317 Mpa,,0.173 Mpa,2.65%,8.11%,3.51%,11.0%,0.969%,3.27%,7.58%,,1.92%
2026-08-15 17:00:00,0.198 Mpa,0.125 Mpa,0.152 Mpa,0.146 Mpa,0.252 Mpa,0.182 Mpa,0.351 Mpa,,0.115 Mpa,6.92%,3.59%,2.80%,2.32%,6.94%,1.98%,8.79%,,1.20%
2026-08-15 19:00:00,0.0853 Mpa,0.102 Mpa,0.155 Mpa,0.189 Mpa,0.236 Mpa,0.206 Mpa,0.200 Mpa,,0.234 Mpa,2.94%,2.34%,3.36%,2.95%,5.95%,2.28%,5.59%,,2.47%
2026-08-15 21:00:00,0.102 Mpa,0.0828 Mpa,0.167 Mpa,0.161 Mpa,0.286 Mpa,0.212 Mpa,0.270 Mpa,,0.293 Mpa,3.67%,1.82%,4.00%,2.58%,8.06%,3.65%,5.86%,,4.36%
2026-08-15 23:00:00,0.0698 Mpa,0.0846 Mpa,0.141 Mpa,0.151 Mpa,0.121 Mpa,0.309 Mpa,0.286 Mpa,,0.364 Mpa,2.71%,1.83%,2.16%,2.11%,2.40%,6.42%,6.52%,,6.42%
2026-08-16 01:00:00,0.167 Mpa,0.292 Mpa,0.171 Mpa,0.169 Mpa,0.287 Mpa,0.111 Mpa,0.260 Mpa,,0.355 Mpa,5.76%,8.11%,2.59%,2.56%,7.75%,0.223%,5.88%,,6.07%
2026-08-16 03:00:00,0.0544 Mpa,0.0405 Mpa,0.164 Mpa,0.232 Mpa,0.157 Mpa,0.240 Mpa,0.197 Mpa,,0.275 Mpa,1.44%,0.807%,3.71%,4.01%,3.55%,4.20%,3.70%,,3.81%
2026-08-16 05:00:00,0.155 Mpa,0.338 Mpa,0.222 Mpa,0.164 Mpa,0.150 Mpa,0.236 Mpa,0.257 Mpa,,0.200 Mpa,4.98%,9.53%,5.55%,2.32%,3.44%,5.18%,6.63%,,2.23%
2026-08-16 07:00:00,0.0945 Mpa,0.261 Mpa,0.123 Mpa,0.213 Mpa,0.146 Mpa,0.232 Mpa,0.359 Mpa,,0.171 Mpa,3.58%,7.84%,1.66%,4.30%,3.46%,4.18%,8.31%,,1.28%
2026-08-16 09:00:00,0.140 Mpa,0.160 Mpa,0.101 Mpa,0.220 Mpa,0.137 Mpa,0.217 Mpa,0.234 Mpa,,0.209 Mpa,4.77%,4.86%,1.59%,4.99%,3.00%,3.33%,5.94%,,2.13%
2026-08-16 11:00:00,0.0969 Mpa,0.236 Mpa,0.134 Mpa,0.244 Mpa,0.0604 Mpa,0.372 Mpa,0.0689 Mpa,,0.169 Mpa,3.54%,7.71%,2.11%,5.46%,0.647%,7.95%,5.13%,,1.06%
2026-08-16 13:00:00,0.0883 Mpa,0.154 Mpa,0.162 Mpa,0.249 Mpa,0.263 Mpa,0.0916 Mpa,0.247 Mpa,,0.166 Mpa,3.30%,4.44%,2.94%,5.40%,6.80%,0%,5.53%,,1.57%
2026-08-16 15:00:00,0.156 Mpa,0.208 Mpa,0.240 Mpa,0.164 Mpa,0.0523 Mpa,0.509 Mpa,0.361 Mpa,,0.213 Mpa,4.04%,6.05%,5.42%,2.96%,1.37%,11.0%,9.02%,,2.52%
2026-08-16 17:00:00,0.0878 Mpa,0.103 Mpa,0.296 Mpa,0.126 Mpa,0.109 Mpa,0.164 Mpa,0.243 Mpa,,0.230 Mpa,3.99%,3.12%,7.82%,1.88%,2.69%,2.01%,6.65%,,3.36%
2026-08-16 19:00:00,0.0956 Mpa,0.244 Mpa,0.141 Mpa,0.139 Mpa,0.115 Mpa,0.202 Mpa,0.555 Mpa,,0.296 Mpa,4.61%,6.46%,2.04%,1.83%,2.56%,2.33%,13.7%,,4.47%
2026-08-16 21:00:00,0.0411 Mpa,0.137 Mpa,0.179 Mpa,0.152 Mpa,0.0714 Mpa,0.179 Mpa,0.273 Mpa,,0.120 Mpa,1.53%,3.44%,3.54%,1.91%,1.08%,2.57%,7.53%,,0.506%
2026-08-16 23:00:00,0.0531 Mpa,0.254 Mpa,0.231 Mpa,0.326 Mpa,0.107 Mpa,0.207 Mpa,0.344 Mpa,,0.364 Mpa,1.15%,7.17%,4.67%,6.75%,2.21%,3.12%,8.53%,,6.22%
2026-08-17 01:00:00,0.0946 Mpa,0.121 Mpa,0.185 Mpa,0.193 Mpa,0.0934 Mpa,0.216 Mpa,0.237 Mpa,,0.152 Mpa,4.44%,2.97%,4.06%,3.34%,1.87%,2.54%,5.64%,,1.06%
2026-08-17 03:00:00,0.213 Mpa,0.554 Mpa,0.232 Mpa,0.236 Mpa,0.0765 Mpa,0.176 Mpa,0.236 Mpa,,0.212 Mpa,5.71%,15.8%,4.22%,4.18%,1.19%,1.29%,7.00%,,2.04%
2026-08-17 05:00:00,0.110 Mpa,0.313 Mpa,0.359 Mpa,0.110 Mpa,0.0649 Mpa,0.249 Mpa,0.275 Mpa,,0.230 Mpa,4.44%,9.14%,8.20%,1.68%,2.08%,4.89%,7.79%,,2.87%
2026-08-17 07:00:00,0.137 Mpa,0.330 Mpa,0.305 Mpa,0.153 Mpa,0.115 Mpa,0.243 Mpa,0.320 Mpa,,0.275 Mpa,5.59%,9.56%,6.60%,3.02%,2.96%,5.00%,7.43%,,3.83%
