"Time","P_FW - I45","P_FW - I49","P_FW - I50","P_FW - I52","P_FW - I53","P_FW - I54","P_FW - I55","P_FW - I56","P_FW - I57","P_FW - I58"
2026-09-09 01:00:00,0.144 Mpa,0.0955 Mpa,,0.697 Mpa,0.0605 Mpa,0.112 Mpa,0.115 Mpa,0.140 Mpa,0.0936 Mpa,0.154 Mpa
2026-09-09 04:00:00,0.109 Mpa,0.0593 Mpa,0.0105 Mpa,0.124 Mpa,0.0986 Mpa,0.168 Mpa,0.0413 Mpa,0.175 Mpa,0.0963 Mpa,0.0574 Mpa
2026-09-09 07:00:00,0.154 Mpa,0.0218 Mpa,,0.120 Mpa,0.111 Mpa,0.0934 Mpa,0.126 Mpa,0.124 Mpa,0.0890 Mpa,0.0721 Mpa
2026-09-09 10:00:00,0.168 Mpa,0.0748 Mpa,0.124 Mpa,0.0721 Mpa,0.153 Mpa,0.178 Mpa,0.0932 Mpa,0.0824 Mpa,0.0685 Mpa,0.120 Mpa
2026-09-09 13:00:00,0.233 Mpa,0.101 Mpa,0.153 Mpa,0.0566 Mpa,0.172 Mpa,0.0764 Mpa,0.0685 Mpa,0.0858 Mpa,0.122 Mpa,0.0414 Mpa
2026-09-09 16:00:00,0.188 Mpa,0.309 Mpa,0.470 Mpa,0.115 Mpa,0.108 Mpa,0.0675 Mpa,0.0716 Mpa,0.131 Mpa,0.0652 Mpa,0.121 Mpa
2026-09-09 19:00:00,0.135 Mpa,0.255 Mpa,0.207 Mpa,0.104 Mpa,0.0492 Mpa,0.142 Mpa,0.0541 Mpa,0.106 Mpa,0.0999 Mpa,0.0811 Mpa
2026-09-09 22:00:00,0.460 Mpa,0.320 Mpa,0.215 Mpa,0.137 Mpa,0.120 Mpa,0.0849 Mpa,0.126 Mpa,0.0733 Mpa,0.0902 Mpa,0.124 Mpa
2026-09-10 01:00:00,,0.0594 Mpa,0.132 Mpa,0.0703 Mpa,0.0777 Mpa,0.0204 Mpa,0.0790 Mpa,0.0597 Mpa,0.222 Mpa,0.149 Mpa
2026-09-10 04:00:00,,0.0734 Mpa,0.0907 Mpa,0.104 Mpa,0.0971 Mpa,0.0654 Mpa,0.129 Mpa,0.0855 Mpa,0.218 Mpa,0.115 Mpa
2026-09-10 07:00:00,0.516 Mpa,0.0861 Mpa,0.0340 Mpa,0.112 Mpa,0.131 Mpa,0.112 Mpa,0.162 Mpa,0.113 Mpa,0.122 Mpa,0.0662 Mpa
2026-09-10 10:00:00,,0.0857 Mpa,0.142 Mpa,0.0529 Mpa,0.0732 Mpa,0.0821 Mpa,0.251 Mpa,0.130 Mpa,0.170 Mpa,0.0540 Mpa
2026-09-10 13:00:00,,0.0915 Mpa,0.0379 Mpa,0.0547 Mpa,0.0690 Mpa,0.0740 Mpa,0.116 Mpa,0.178 Mpa,0.0966 Mpa,0.0583 Mpa
2026-09-10 16:00:00,,0.0722 Mpa,0.0515 Mpa,0.0920 Mpa,0.0614 Mpa,0.149 Mpa,0.0797 Mpa,0.159 Mpa,0.0931 Mpa,0.0467 Mpa
2026-09-10 19:00:00,,0.225 Mpa,0.0683 Mpa,0.333 Mpa,0.0894 Mpa,0.140 Mpa,0.149 Mpa,0.122 Mpa,0.0753 Mpa,0.104 Mpa
2026-09-10 22:00:00,,0.0475 Mpa,0.0478 Mpa,0.343 Mpa,0.0878 Mpa,0.106 Mpa,0.142 Mpa,0.0898 Mpa,0.122 Mpa,0.0375 Mpa
2026-09-11 01:00:00,0.0397 Mpa,0.163 Mpa,0.153 Mpa,0.121 Mpa,0.0964 Mpa,0.0744 Mpa,0.0868 Mpa,0.149 Mpa,0.215 Mpa,0.0892 Mpa
2026-09-11 04:00:00,0.243 Mpa,0.242 Mpa,0.116 Mpa,0.122 Mpa,0.118 Mpa,0.129 Mpa,0.0693 Mpa,0.154 Mpa,0.151 Mpa,0.0718 Mpa
2026-09-11 07:00:00,0.219 Mpa,0.277 Mpa,0.111 Mpa,0.274 Mpa,0.0561 Mpa,0.174 Mpa,0.209 Mpa,0.0583 Mpa,0.145 Mpa,0.113 Mpa
2026-09-11 10:00:00,0.216 Mpa,0.152 Mpa,0.0579 Mpa,0.104 Mpa,0.0821 Mpa,0.203 Mpa,0.447 Mpa,0.110 Mpa,0.0969 Mpa,0.154 Mpa
2026-09-11 13:00:00,0.532 Mpa,0.0248 Mpa,0.0616 Mpa,0.221 Mpa,0.0850 Mpa,0.215 Mpa,0.145 Mpa,0.111 Mpa,0.0929 Mpa,0.0485 Mpa
2026-09-11 16:00:00,0.192 Mpa,0.0826 Mpa,0.0620 Mpa,0.0993 Mpa,0.102 Mpa,0.139 Mpa,0.0922 Mpa,0.117 Mpa,0.121 Mpa,0.0739 Mpa
2026-09-11 19:00:00,0.543 Mpa,0.113 Mpa,0.0787 Mpa,0.115 Mpa,0.0461 Mpa,0.161 Mpa,0.139 Mpa,0.164 Mpa,0.0696 Mpa,0.704 Mpa
2026-09-11 22:00:00,0.176 Mpa,0.193 Mpa,0.0334 Mpa,0.0766 Mpa,0.0536 Mpa,0.158 Mpa,0.131 Mpa,0.171 Mpa,0.124 Mpa,0.149 Mpa
2026-09-12 01:00:00,,0.249 Mpa,0.101 Mpa,0.101 Mpa,0.0873 Mpa,0.129 Mpa,0.0839 Mpa,0.197 Mpa,0.181 Mpa,0.394 Mpa
2026-09-12 04:00:00,,0.0887 Mpa,0.0788 Mpa,0.0769 Mpa,0.129 Mpa,0.144 Mpa,0.0756 Mpa,0.117 Mpa,0.0819 Mpa,0.0998 Mpa
2026-09-12 07:00:00,,0.122 Mpa,0.108 Mpa,0.117 Mpa,0.0921 Mpa,0.0635 Mpa,0.0727 Mpa,0.159 Mpa,0.0888 Mpa,0.0791 Mpa
2026-09-12 10:00:00,0.121 Mpa,0.128 Mpa,0.0957 Mpa,0.0985 Mpa,0.163 Mpa,0.383 Mpa,0.140 Mpa,0.139 Mpa,0.0836 Mpa,0.0910 Mpa
2026-09-12 13:00:00,0.0563 Mpa,0.125 Mpa,0.108 Mpa,0.0701 Mpa,0.0824 Mpa,0.0670 Mpa,0.111 Mpa,0.231 Mpa,0.0853 Mpa,0.0682 Mpa
2026-09-12 16:00:00,0.189 Mpa,0.0905 Mpa,0.0804 Mpa,0.161 Mpa,,0.212 Mpa,0.109 Mpa,0.118 Mpa,0.102 Mpa,0.0550 Mpa
2026-09-12 19:00:00,0.206 Mpa,0.129 Mpa,0.0752 Mpa,0.100 Mpa,,0.173 Mpa,0.0976 Mpa,0.118 Mpa,0.0551 Mpa,0.0842 Mpa
2026-09-12 22:00:00,0.286 Mpa,0.192 Mpa,0.0742 Mpa,0.0517 Mpa,,0.228 Mpa,0.0701 Mpa,0.0809 Mpa,0.105 Mpa,0.0878 Mpa
2026-09-13 01:00:00,0.286 Mpa,0.239 Mpa,0.300 Mpa,0.157 Mpa,,0.0292 Mpa,0.225 Mpa,0.142 Mpa,0.0619 Mpa,0.219 Mpa
2026-09-13 04:00:00,0.250 Mpa,0.0562 Mpa,0.104 Mpa,0.0477 Mpa,,0.0907 Mpa,0.0940 Mpa,0.129 Mpa,0.0774 Mpa,0.0895 Mpa
2026-09-13 07:00:00,0.208 Mpa,0.175 Mpa,0.0884 Mpa,0.0596 Mpa,,0.0931 Mpa,0.0903 Mpa,0.128 Mpa,0.0973 Mpa,0.0195 Mpa
2026-09-13 10:00:00,0.213 Mpa,0.217 Mpa,0.0753 Mpa,0.130 Mpa,,0.111 Mpa,0.129 Mpa,0.188 Mpa,0.0660 Mpa,0.0949 Mpa
2026-09-13 13:00:00,0.248 Mpa,0.119 Mpa,0.0866 Mpa,0.0927 Mpa,0.132 Mpa,0.0981 Mpa,0.141 Mpa,0.160 Mpa,0.0507 Mpa,0.0607 Mpa
2026-09-13 16:00:00,0.218 Mpa,0.167 Mpa,0.0820 Mpa,0.139 Mpa,0.0902 Mpa,0.117 Mpa,0.165 Mpa,0.105 Mpa,0.112 Mpa,0.0514 Mpa
2026-09-13 19:00:00,0.276 Mpa,0.206 Mpa,0.0416 Mpa,0.0929 Mpa,0.0605 Mpa,0.0905 Mpa,0.164 Mpa,0.101 Mpa,0.144 Mpa,0.0751 Mpa
2026-09-13 22:00:00,0.194 Mpa,0.105 Mpa,0.0607 Mpa,0.144 Mpa,0.259 Mpa,0.0568 Mpa,0.0579 Mpa,0.0828 Mpa,0.212 Mpa,0.0860 Mpa
2026-09-14 01:00:00,0.109 Mpa,0.113 Mpa,0.0685 Mpa,0.0912 Mpa,0.314 Mpa,0.112 Mpa,0.212 Mpa,0.127 Mpa,0.0108 Mpa,0.0734 Mpa
2026-09-14 04:00:00,0.117 Mpa,0.104 Mpa,0.0790 Mpa,0.0795 Mpa,0.169 Mpa,0.177 Mpa,0.107 Mpa,0.102 Mpa,0.0345 Mpa,0.129 Mpa
2026-09-14 07:00:00,0.122 Mpa,0.114 Mpa,0.0828 Mpa,0.0978 Mpa,0.388 Mpa,0.207 Mpa,0.0776 Mpa,0.161 Mpa,,0.129 Mpa
2026-09-14 10:00:00,0.0822 Mpa,0.0647 Mpa,0.0663 Mpa,0.140 Mpa,0.239 Mpa,0.172 Mpa,0.0758 Mpa,0.106 Mpa,,0.115 Mpa

